origin_zip,destination_zip,orders,avg_delivery_days,late_delivery_rate,avg_distance_km
4160,39893,1,6.82,0.0,936.58
21840,5632,1,14.07,0.0,343.48
22240,5777,1,31.27,1.0,372.64
2285,27943,1,11.7,0.0,
15025,9411,1,11.29,0.0,446.97
18683,2367,1,11.92,0.0,245.88
4296,38408,1,9.83,0.0,549.39
9720,17522,1,25.35,1.0,382.13
2407,13400,1,3.43,0.0,134.74
12940,9371,1,1.9,0.0,62.22
87303,28944,1,8.6,0.0,1052.83
3204,78455,1,13.66,0.0,1531.49
12243,88901,1,9.5,0.0,732.67
14407,9810,1,6.26,0.0,369.05
93700,24752,1,10.31,0.0,1103.48
92020,18072,1,5.58,0.0,807.41
30111,31255,1,4.18,0.0,5.45
9220,13569,1,8.15,0.0,225.08
9360,38405,1,6.05,0.0,564.3
1212,4359,1,3.5,0.0,11.41
3426,29650,1,7.18,0.0,732.13
14406,68140,1,28.06,0.0,1990.63
7152,12947,1,1.81,0.0,30.98
38408,36015,1,8.81,0.0,599.71
5713,5093,1,5.27,1.0,12.29
28615,87050,1,28.89,1.0,970.52
3702,9710,1,9.0,0.0,21.63
83015,76400,1,9.89,0.0,1228.03
3028,13225,1,12.22,0.0,41.04
9111,19905,1,7.39,0.0,354.37
6060,5836,1,1.08,0.0,11.31
14940,5836,1,1.08,0.0,300.28
14870,11040,1,5.03,0.0,365.46
3426,38749,1,14.22,0.0,525.8
38442,86860,1,14.93,0.0,713.32
8583,35790,1,25.9,0.0,558.15
14940,4565,1,12.01,0.0,301.15
3204,78320,1,17.17,0.0,1871.47
35430,37260,1,12.96,0.0,240.1
80030,18603,1,13.76,0.0,293.56
17500,21211,1,9.07,0.0,685.62
75640,2141,1,18.0,0.0,733.81
8577,49032,1,20.1,0.0,1705.72
13070,79102,1,16.25,1.0,828.92
13030,68371,1,20.31,0.0,2261.19
80240,15950,1,7.9,0.0,470.23
5849,6273,1,1.98,0.0,17.09
20270,99040,1,10.66,0.0,1096.96
14050,35300,1,9.73,0.0,611.94
12327,59618,1,24.98,0.0,2217.42
14092,5005,1,5.71,0.0,285.07
13330,30390,1,3.41,0.0,480.95
4160,65916,1,14.08,0.0,2014.1
2310,16500,1,7.95,0.0,359.64
72460,25901,1,12.78,0.0,903.71
18130,13218,1,1.68,0.0,49.05
8270,57955,1,48.07,1.0,2012.03
13232,89219,1,14.62,0.0,399.42
35570,35501,1,9.4,0.0,64.68
20270,1409,1,6.25,0.0,358.74
81200,88301,1,9.59,0.0,177.32
12327,98803,1,23.06,0.0,997.8
5138,55385,1,15.73,0.0,1986.31
4378,15704,1,8.07,0.0,548.9
81880,3275,1,21.53,1.0,353.08
72251,6543,1,13.14,0.0,864.47
2252,37410,1,10.5,0.0,240.86
90230,65606,1,45.15,1.0,2912.97
3563,5033,1,1.26,0.0,19.89
14940,97060,1,25.28,0.0,1013.86
9350,83015,1,8.74,0.0,346.05
7133,15030,1,10.19,0.0,417.07
3426,22431,1,4.26,0.0,344.2
7133,26453,1,5.3,0.0,308.41
1212,14093,1,15.62,0.0,285.96
3426,90480,1,13.92,0.0,854.55
4403,60341,1,16.2,0.0,2380.47
74333,5887,1,7.1,0.0,817.64
13206,13088,1,7.75,0.0,42.29
17900,14180,1,13.71,0.0,365.93
87504,38740,1,13.54,0.0,843.78
14840,4203,1,4.37,0.0,298.55
13206,35195,1,7.35,0.0,635.19
3937,55485,1,17.61,0.0,1451.05
37410,37305,1,10.93,0.0,98.74
15025,55022,1,50.03,1.0,2006.81
4782,1307,1,6.92,0.0,16.21
9320,14030,1,6.39,0.0,309.64
13232,12912,1,6.3,0.0,37.22
13405,95625,1,15.1,0.0,841.43
2028,8290,1,2.08,0.0,17.61
14070,26553,1,25.83,0.0,486.56
1233,71907,1,17.23,0.0,868.55
31842,13201,1,9.37,0.0,482.15
4293,56250,1,52.04,1.0,1889.03
18025,4241,1,5.1,0.0,87.95
13456,28625,1,7.53,0.0,499.7
4367,78785,1,12.94,0.0,944.13
36570,70630,1,10.1,0.0,768.51
5639,5404,1,2.33,0.0,7.66
15025,29055,1,18.36,0.0,948.4
17209,12630,1,10.47,0.0,365.76
38400,40265,1,11.92,0.0,1237.68
80430,50030,1,23.97,0.0,2461.81
11450,22051,1,13.95,0.0,335.22
59152,90690,1,9.01,0.0,3164.73
89254,26383,1,11.11,0.0,700.19
8250,26383,1,11.11,0.0,308.55
12952,1516,1,5.35,0.0,52.17
89460,16200,1,13.09,0.0,543.04
7133,59631,1,18.97,0.0,2252.36
13560,13301,1,10.08,0.0,150.71
83020,2712,1,4.08,0.0,341.94
11010,45400,1,14.9,0.0,1401.0
17051,6720,1,6.32,0.0,261.51
14940,86460,1,13.38,0.0,229.65
3821,85855,1,8.04,0.0,847.78
2252,13212,1,3.94,0.0,51.79
13720,87010,1,10.73,0.0,552.25
2310,58052,1,42.6,1.0,2206.82
20270,13340,1,14.15,0.0,406.31
80310,88354,1,15.51,0.0,187.7
13405,84935,1,11.66,0.0,262.43
14050,65066,1,13.48,0.0,2110.73
37584,9635,1,33.45,0.0,220.66
80310,57660,1,14.38,0.0,2227.23
12308,20540,1,22.65,0.0,281.26
14940,35431,1,10.75,0.0,630.92
3655,58046,1,20.76,0.0,2208.02
36500,25025,1,13.07,0.0,189.44
89560,88370,1,14.9,0.0,247.85
3426,4002,1,2.89,0.0,11.52
7084,4002,1,2.89,0.0,18.71
20021,11665,1,13.92,0.0,243.62
90010,35680,1,5.91,0.0,1293.4
9111,4115,1,2.17,0.0,16.32
29600,27943,1,8.11,0.0,264.91
13090,9629,1,4.12,0.0,98.11
11010,81020,1,12.5,0.0,345.28
5530,5535,1,3.86,0.0,1.64
1026,22725,1,12.01,0.0,339.89
3573,22471,1,24.04,0.0,344.02
9720,8900,1,3.97,0.0,62.5
7133,24934,1,23.18,0.0,374.48
80310,92320,1,5.5,0.0,530.26
14940,3728,1,6.07,0.0,307.09
91520,85801,1,16.02,0.0,611.48
89041,13041,1,7.3,0.0,490.15
81730,13295,1,5.99,0.0,341.76
3331,88058,1,6.08,0.0,470.0
8820,36400,1,6.77,0.0,400.47
3573,1329,1,6.03,0.0,14.11
89041,36205,1,17.98,0.0,834.18
14070,1313,1,9.86,0.0,295.92
3426,5777,1,4.91,0.0,24.35
13170,78550,1,28.82,1.0,1499.35
21340,70744,1,19.9,0.0,921.98
2972,84062,1,10.72,0.0,396.21
14882,22081,1,8.89,0.0,562.14
13070,11680,1,35.39,1.0,212.69
89560,13569,1,7.27,0.0,646.1
12240,13015,1,1.88,0.0,122.27
19023,13040,1,15.26,0.0,455.14
98803,7417,1,6.75,0.0,963.39
2873,86708,1,18.5,0.0,485.8
37564,90620,1,11.71,0.0,1000.61
84020,2615,1,6.7,0.0,395.32
5530,2474,1,2.69,0.0,12.66
18087,11065,1,5.78,0.0,121.79
12940,17512,1,5.91,0.0,365.6
4571,6454,1,5.36,0.0,19.83
4281,88066,1,15.86,0.0,495.9
14580,98801,1,12.2,0.0,1091.22
25645,83480,1,10.68,0.0,654.83
14580,13562,1,7.29,0.0,175.14
3126,76980,1,17.34,0.0,1870.16
80310,89600,1,15.83,0.0,290.57
3426,73368,1,7.46,0.0,879.72
11010,12940,1,24.19,0.0,93.85
4782,9550,1,3.96,0.0,17.5
92030,93950,1,8.14,1.0,37.3
28660,45465,1,14.02,0.0,1040.9
14840,55024,1,20.08,0.0,1960.89
85816,28030,1,5.1,0.0,1283.08
4782,60050,1,14.41,0.0,2385.43
31520,9250,1,4.25,0.0,498.1
20051,9250,1,4.25,0.0,349.67
13321,78700,1,18.19,0.0,1071.28
83323,2243,1,9.07,0.0,339.87
13232,91710,1,16.04,0.0,881.07
3569,12710,1,27.26,1.0,190.44
8290,95185,1,19.0,0.0,812.69
89070,95700,1,12.8,0.0,346.6
4160,90640,1,12.79,0.0,847.29
85065,70772,1,4.02,0.0,1134.12
1212,29901,1,5.91,0.0,821.84
7790,59612,1,21.87,0.0,2264.65
6311,4511,1,2.1,0.0,19.86
38700,75901,1,10.22,0.0,472.78
96203,35420,1,7.85,0.0,1564.79
95995,90870,1,6.34,0.0,163.4
36407,9663,1,14.96,0.0,440.05
9628,30360,1,20.02,1.0,491.79
13320,78049,1,18.17,0.0,1254.71
12233,1238,1,7.08,0.0,84.94
5455,74672,1,12.14,0.0,812.11
87050,93037,1,7.98,0.0,711.81
13930,87308,1,12.12,0.0,599.03
3476,7133,1,2.82,0.0,15.05
87114,9260,1,8.13,0.0,547.89
85875,13175,1,5.91,0.0,783.01
13324,13232,1,9.07,0.0,55.84
14940,77780,1,9.52,0.0,1568.12
31255,15400,1,9.91,0.0,525.97
2955,6843,1,9.06,0.0,26.43
5849,65304,1,15.97,0.0,2227.4
7112,35030,1,18.67,0.0,696.29
8430,4046,1,6.03,0.0,24.28
4131,95990,1,7.48,0.0,807.11
13023,9110,1,4.04,0.0,103.4
87025,4323,1,15.19,0.0,540.02
6716,29090,1,7.94,0.0,778.71
4782,17211,1,5.89,0.0,243.53
13484,22610,1,26.2,0.0,429.32
9015,3236,1,7.45,0.0,8.06
37175,28860,1,15.51,0.0,412.86
3821,41770,1,15.18,0.0,1444.71
4773,13857,1,3.39,0.0,158.5
5455,38290,1,10.05,0.0,594.16
1233,22230,1,19.49,0.0,362.22
14403,4567,1,6.96,0.0,347.72
65072,75391,1,21.44,0.0,1675.18
8577,3666,1,14.0,0.0,13.97
88801,45823,1,30.4,1.0,1699.25
16304,44032,1,8.15,0.0,1562.73
15025,22631,1,18.92,0.0,670.02
13186,75094,1,12.84,0.0,752.53
8270,38031,1,9.94,0.0,447.74
18200,38307,1,17.97,0.0,533.8
3306,39980,1,9.95,0.0,996.82
5141,37706,1,11.08,0.0,185.68
13140,4022,1,2.1,0.0,105.2
2955,1415,1,3.4,0.0,11.52
6060,76803,1,11.85,0.0,2455.2
32604,89130,1,9.6,0.0,927.59
88372,89130,1,9.6,0.0,60.16
6871,13208,1,3.03,0.0,58.99
20930,6429,1,1.86,0.0,386.43
4141,29730,1,14.11,0.0,738.35
14085,4857,1,11.6,0.0,310.58
25963,22241,1,6.09,0.0,62.14
4273,27915,1,11.82,0.0,513.27
70740,7012,1,11.16,0.0,868.38
6453,3689,1,4.03,0.0,37.84
88115,84600,1,9.13,0.0,283.63
34006,20561,1,6.3,0.0,334.32
13405,20561,1,6.3,0.0,450.08
1026,83602,1,11.01,0.0,364.25
17209,4313,1,9.36,0.0,246.99
87050,83407,1,9.34,0.0,349.0
13186,5509,1,3.94,0.0,90.65
19020,21863,1,7.9,0.0,817.7
38440,36032,1,12.28,0.0,613.83
1319,80730,1,16.05,0.0,340.68
15041,3152,1,15.08,0.0,427.02
7133,97900,1,25.01,0.0,975.59
87030,12233,1,29.19,1.0,616.96
42738,2842,1,8.96,0.0,1469.52
4461,26600,1,9.86,0.0,326.75
13405,19280,1,11.03,0.0,463.09
93542,24320,1,8.98,0.0,1099.94
13140,30140,1,15.07,0.0,458.7
9780,8151,1,7.49,0.0,25.76
3569,62955,1,22.42,0.0,2230.43
3126,78593,1,7.78,0.0,1901.38
5849,78593,1,7.78,0.0,1897.11
3059,64049,1,15.72,0.0,2094.05
14808,49160,1,13.17,0.0,1693.71
5141,11730,1,13.12,0.0,69.23
5849,5019,1,2.29,0.0,15.09
11720,35162,1,8.9,0.0,645.4
3194,90250,1,37.92,0.0,847.39
14940,79080,1,15.85,0.0,617.06
31255,64645,1,20.67,0.0,1463.48
87502,4042,1,12.14,0.0,677.22
3431,20270,1,9.84,0.0,346.56
80310,66613,1,39.45,1.0,2674.8
6506,36085,1,21.0,1.0,411.04
81880,8223,1,17.2,0.0,362.65
74333,36092,1,7.82,0.0,826.68
15025,33120,1,31.04,1.0,581.76
85807,89770,1,11.26,0.0,272.94
13920,22441,1,8.93,0.0,377.18
71200,13056,1,16.5,0.0,802.35
42738,31270,1,9.52,0.0,979.11
7133,14540,1,19.34,1.0,398.5
87050,1238,1,9.16,0.0,536.95
12327,42850,1,18.02,0.0,1438.2
13232,71070,1,7.93,0.0,829.81
20021,20241,1,8.25,0.0,1.64
80310,4902,1,8.93,0.0,327.56
1021,13213,1,4.19,0.0,56.24
80330,2806,1,9.23,0.0,344.9
3821,98700,1,25.63,0.0,919.08
22240,83430,1,14.65,0.0,655.57
9015,4543,1,6.36,0.0,17.86
9230,6460,1,4.41,0.0,33.97
2016,4547,1,5.64,0.0,12.0
6429,22631,1,25.83,1.0,372.97
3287,2341,1,1.9,0.0,16.74
83010,16700,1,11.2,0.0,500.05
3504,27351,1,23.29,0.0,263.77
22051,13289,1,6.96,0.0,387.89
37165,76490,1,10.48,0.0,864.62
31255,15015,1,14.81,0.0,575.66
25645,78065,1,20.12,0.0,1555.58
86702,85660,1,13.62,0.0,308.83
13321,14781,1,4.05,0.0,322.74
13424,8215,1,5.93,0.0,150.98
13324,17300,1,6.31,0.0,144.72
13487,15890,1,6.63,0.0,259.43
28470,12244,1,9.88,0.0,426.52
13347,3147,1,17.8,0.0,84.22
12940,12225,1,3.98,0.0,77.83
15806,62010,1,18.14,0.0,2151.43
14025,13073,1,66.22,1.0,203.21
4156,1231,1,8.4,1.0,11.17
4273,68920,1,17.2,0.0,2653.3
22775,12917,1,6.11,0.0,323.97
70645,30575,1,18.42,0.0,626.82
84530,20520,1,57.22,1.0,782.23
18950,54280,1,13.43,0.0,2282.14
7112,35300,1,20.14,0.0,610.16
4160,29198,1,9.31,0.0,790.01
13405,7056,1,6.29,0.0,140.07
38405,88701,1,13.07,0.0,1069.64
25645,23017,1,2.35,0.0,53.86
84925,96211,1,22.09,0.0,939.37
2016,85869,1,11.42,0.0,832.25
42738,55409,1,10.41,0.0,539.86
15502,40720,1,32.1,1.0,1485.15
14850,48602,1,27.89,0.0,1696.37
90230,23810,1,7.28,0.0,1084.46
31255,36280,1,20.44,0.0,121.11
9850,6330,1,3.36,0.0,31.39
26379,48606,1,9.79,0.0,1589.69
4567,31710,1,7.15,0.0,505.52
15046,30320,1,7.18,0.0,572.51
81880,13940,1,13.08,0.0,435.44
14850,4515,1,1.84,0.0,288.18
9220,12246,1,3.95,0.0,78.37
89041,88370,1,10.11,0.0,45.39
80310,31330,1,17.99,0.0,825.69
13232,14240,1,37.32,1.0,222.54
17209,22080,1,15.32,0.0,554.8
4363,26572,1,18.48,0.0,346.12
3910,1258,1,6.86,0.0,18.04
9210,72876,1,7.95,0.0,854.16
82560,83408,1,1.98,0.0,6.4
11900,22790,1,34.4,1.0,475.43
89204,12082,1,12.76,0.0,492.32
24346,22041,1,2.72,0.0,16.71
35570,5025,1,7.29,0.0,365.2
88704,96020,1,16.47,0.0,485.27
3821,13240,1,11.15,0.0,49.39
7112,2472,1,3.95,0.0,14.25
19027,17501,1,21.21,1.0,152.3
3031,14050,1,5.09,0.0,290.02
3971,93022,1,5.45,0.0,828.98
41342,60326,1,7.53,0.0,1020.69
14940,4704,1,6.82,0.0,302.19
3821,28360,1,12.84,0.0,561.55
3573,13575,1,5.79,0.0,222.2
38440,22290,1,17.05,0.0,707.36
3426,4171,1,14.16,1.0,12.18
7084,8275,1,5.01,0.0,17.32
87050,4523,1,14.33,0.0,535.74
89160,9521,1,16.42,0.0,505.04
3655,89282,1,12.73,0.0,414.96
8250,79134,1,20.76,0.0,846.64
9015,13970,1,34.29,1.0,139.13
13405,5010,1,6.97,0.0,136.34
21340,96815,1,23.92,0.0,1179.86
3211,20541,1,4.81,0.0,346.2
88359,13408,1,5.96,0.0,513.69
4248,18609,1,6.12,0.0,206.56
13360,89802,1,7.35,0.0,688.23
6653,68980,1,30.42,1.0,3091.63
22240,46190,1,14.23,0.0,1059.07
4160,4534,1,5.18,0.0,7.81
17512,99900,1,33.28,1.0,676.57
15025,40440,1,26.38,0.0,1451.2
8598,11350,1,2.78,0.0,53.89
3809,13145,1,5.99,0.0,110.38
13920,28360,1,23.5,0.0,567.22
89041,80420,1,9.24,0.0,165.09
3426,59162,1,27.72,0.0,2288.71
17504,25938,1,37.89,0.0,695.96
86050,26050,1,7.46,0.0,792.13
37564,3572,1,4.22,0.0,149.68
88820,88330,1,4.16,0.0,202.54
31255,9831,1,16.06,0.0,511.55
22240,41741,1,11.29,0.0,1217.47
21340,70734,1,9.34,0.0,920.99
4102,9030,1,3.02,0.0,13.93
14709,52090,1,44.09,1.0,2044.85
7112,64053,1,37.34,1.0,2084.88
17210,37701,1,7.32,0.0,210.17
9015,6770,1,7.9,0.0,26.79
1212,79130,1,25.27,1.0,833.61
3504,5544,1,7.04,0.0,24.05
14940,12031,1,15.83,1.0,363.13
13920,11702,1,10.64,0.0,149.2
80330,87850,1,7.93,0.0,440.54
7790,91550,1,10.99,0.0,860.09
38414,91788,1,9.12,0.0,1281.23
13403,13800,1,4.92,0.0,79.32
22230,5407,1,19.04,1.0,365.03
3126,6140,1,4.84,0.0,21.36
13043,30441,1,4.21,0.0,461.4
83605,6404,1,4.25,0.0,347.65
7400,14230,1,24.26,1.0,264.52
13328,9951,1,5.39,0.0,95.32
3569,62570,1,14.01,0.0,2377.23
4461,60426,1,9.03,0.0,2382.35
8577,18133,1,17.1,0.0,77.77
86050,86990,1,3.99,0.0,65.77
12701,30492,1,17.09,0.0,307.85
9015,3407,1,2.97,0.0,13.2
95780,28994,1,12.21,0.0,1171.82
3880,92035,1,11.14,0.0,848.17
35430,28695,1,20.69,0.0,244.18
17209,3975,1,3.62,0.0,255.26
4782,12505,1,18.15,0.0,182.03
74930,35171,1,13.89,0.0,773.72
37175,14093,1,8.8,0.0,200.58
25750,71925,1,15.97,0.0,885.52
11015,13610,1,8.88,0.0,224.57
30421,14020,1,3.9,0.0,422.37
8215,24230,1,12.14,0.0,351.02
13487,98905,1,10.98,0.0,887.2
20021,4675,1,28.89,1.0,368.86
7077,24711,1,3.76,0.0,369.92
3237,40425,1,15.17,0.0,1457.44
87502,39100,1,18.46,0.0,1177.93
5849,24445,1,5.94,0.0,391.3
2252,7417,1,2.86,0.0,29.01
18683,74030,1,17.16,0.0,660.46
13405,8021,1,104.88,1.0,153.53
3916,27910,1,12.56,0.0,502.73
15025,88420,1,12.91,0.0,735.42
3126,13600,1,8.27,0.0,158.61
93542,4827,1,8.88,0.0,793.44
3872,13286,1,7.68,0.0,74.12
3821,53433,1,36.1,1.0,2133.08
13375,89802,1,25.1,0.0,988.55
4782,57060,1,26.43,0.0,1951.25
6696,90830,1,8.81,0.0,844.72
31255,70680,1,4.06,0.0,618.46
14940,11672,1,10.14,0.0,407.0
8820,1218,1,2.99,0.0,50.86
18048,6407,1,11.27,0.0,59.19
4567,22460,1,12.92,0.0,361.16
8577,13185,1,20.33,1.0,105.63
13206,38270,1,5.71,0.0,490.75
8180,36774,1,35.96,0.0,449.8
37175,1238,1,7.79,0.0,301.59
17300,11500,1,13.52,0.0,262.32
8577,35774,1,30.42,0.0,510.19
3821,95400,1,20.59,0.0,775.62
8577,39800,1,24.38,0.0,804.54
12327,95095,1,8.68,0.0,837.54
37584,77807,1,16.14,0.0,1653.74
74645,24417,1,8.09,0.0,944.46
3031,12216,1,4.16,0.0,84.41
3813,31870,1,6.79,0.0,484.26
4001,4173,1,3.08,0.0,8.37
7031,4124,1,8.21,0.0,13.76
3564,41830,1,11.4,0.0,1445.21
85851,8311,1,56.12,1.0,847.81
85851,17064,1,10.83,0.0,664.33
3204,77470,1,22.1,0.0,1347.69
3470,13405,1,7.85,0.0,150.99
14940,35765,1,10.4,0.0,518.78
37175,20230,1,7.01,0.0,349.54
15601,7142,1,6.02,0.0,520.99
14401,8553,1,6.78,0.0,349.22
16301,5415,1,6.47,0.0,420.75
13232,13323,1,4.92,0.0,51.99
3929,5110,1,1.36,0.0,29.28
3334,5110,1,1.36,0.0,19.34
85802,11950,1,18.46,0.0,540.83
31030,7724,1,4.22,0.0,481.24
2972,83810,1,24.72,0.0,1567.05
14940,4084,1,9.8,0.0,303.56
24451,27212,1,8.76,0.0,114.85
9015,65081,1,12.19,0.0,2360.31
37584,28910,1,49.17,0.0,388.32
13912,39400,1,9.91,0.0,739.29
78095,79400,1,14.92,0.0,345.53
87050,6765,1,7.07,0.0,524.85
30190,6412,1,7.1,0.0,499.69
1530,13140,1,5.91,0.0,103.58
90230,13877,1,9.05,0.0,991.61
13257,9930,1,5.07,0.0,79.66
11075,9561,1,1.07,0.0,41.58
87083,29056,1,9.04,0.0,1250.38
9015,80240,1,7.86,0.0,343.24
4160,28950,1,29.98,1.0,490.08
4773,4829,1,16.64,0.0,5.33
3477,98700,1,22.13,0.0,913.37
1022,5616,1,4.44,0.0,10.14
32240,94940,1,22.93,0.0,1316.24
4771,25804,1,42.16,0.0,398.53
8710,60822,1,6.08,0.0,2344.08
9720,71881,1,7.95,0.0,883.65
6429,45601,1,30.99,1.0,1254.73
32677,35547,1,3.15,0.0,104.47
51250,70670,1,13.04,0.0,1649.2
13324,28770,1,12.22,0.0,562.49
65072,6363,1,51.84,1.0,2359.03
15025,90820,1,16.23,0.0,1048.76
14940,63504,1,55.35,1.0,1994.11
13920,57150,1,24.65,0.0,1868.73
87015,35560,1,13.04,0.0,783.43
85807,88160,1,5.04,0.0,560.97
3933,9540,1,5.02,0.0,8.19
37175,27212,1,25.56,0.0,250.53
5849,5568,1,3.04,0.0,7.58
87050,89051,1,33.84,1.0,481.1
1512,3678,1,10.33,0.0,14.79
36415,88036,1,9.92,0.0,918.25
13232,16750,1,5.48,0.0,460.57
88063,15505,1,20.87,0.0,820.92
5125,4931,1,4.19,0.0,19.84
1512,11088,1,8.57,0.0,49.73
2407,46400,1,19.58,0.0,1134.23
8577,9911,1,8.08,0.0,34.28
3569,97037,1,13.01,0.0,1000.55
14403,18078,1,6.12,0.0,320.84
4809,13574,1,8.99,0.0,224.84
8550,21920,1,6.98,0.0,331.45
9020,84265,1,7.75,0.0,422.98
18025,14055,1,5.85,0.0,265.18
6716,62800,1,24.64,0.0,2332.99
4809,9750,1,3.21,0.0,14.76
82810,18212,1,19.61,0.0,239.15
80330,2809,1,19.1,0.0,344.66
14940,55813,1,18.89,0.0,2122.88
11704,24346,1,33.04,0.0,371.67
6429,53370,1,11.0,0.0,2151.95
2804,1327,1,3.14,0.0,10.51
3390,45810,1,47.12,1.0,1112.94
17400,18900,1,5.29,0.0,76.23
88359,11669,1,52.11,1.0,521.19
87040,28990,1,16.22,0.0,962.62
80060,22231,1,12.23,0.0,676.03
4160,22250,1,14.35,0.0,358.91
14940,16920,1,4.47,0.0,292.99
4403,5386,1,1.86,0.0,15.44
5181,4209,1,23.46,1.0,20.55
19820,5641,1,8.92,0.0,404.42
72015,76400,1,6.15,0.0,187.58
13601,12900,1,3.95,0.0,108.65
14840,81630,1,26.04,0.0,469.85
87025,4679,1,15.46,0.0,535.79
7094,59068,1,18.33,0.0,2300.31
4102,4062,1,3.06,0.0,3.67
31570,13345,1,6.1,0.0,496.71
30111,93700,1,12.13,0.0,1300.65
30882,5791,1,11.03,0.0,507.28
25645,13170,1,29.49,1.0,418.63
31255,38800,1,33.66,0.0,228.51
83324,13468,1,16.93,0.0,350.75
14940,6785,1,12.97,0.0,294.53
4160,39935,1,16.88,0.0,1034.69
13324,85601,1,10.39,0.0,662.42
8577,47600,1,16.05,0.0,1179.41
81650,99435,1,20.85,0.0,530.11
9850,4843,1,5.54,0.0,11.61
2124,22740,1,13.54,0.0,335.06
14092,87030,1,14.77,0.0,494.86
12327,36570,1,12.73,0.0,426.56
87065,26551,1,7.84,0.0,877.54
13040,8595,1,1.91,0.0,97.07
8598,13847,1,1.99,0.0,139.29
12327,18040,1,13.14,0.0,154.51
12701,11705,1,7.26,0.0,226.14
86802,88780,1,8.03,0.0,588.63
2443,7176,1,17.05,0.0,27.54
65072,22755,1,9.31,0.0,2275.64
13473,11030,1,6.3,0.0,174.04
13324,7845,1,3.37,0.0,60.17
87030,91180,1,33.21,1.0,738.01
21840,3325,1,7.76,0.0,324.58
85640,24342,1,11.47,0.0,1108.51
3275,4433,1,14.15,1.0,15.99
17056,12216,1,6.4,0.0,343.35
32677,6422,1,13.99,0.0,490.62
14050,14770,1,6.37,0.0,89.66
11704,8191,1,2.25,0.0,61.44
11010,69915,1,26.59,0.0,2757.01
13405,18275,1,9.22,0.0,74.68
13450,78850,1,14.36,0.0,1079.53
87083,21616,1,17.2,0.0,877.09
80040,17605,1,20.94,0.0,408.5
83324,30626,1,9.35,0.0,803.44
13908,96065,1,17.07,0.0,1138.68
6703,37560,1,5.52,0.0,179.4
13830,2127,1,11.96,0.0,105.72
32419,86700,1,10.03,0.0,849.24
15025,13025,1,19.95,1.0,335.09
13481,89030,1,6.7,0.0,506.82
86800,88104,1,11.67,0.0,533.6
12240,99400,1,10.11,0.0,924.22
71070,22735,1,19.77,0.0,923.25
7112,6401,1,7.14,0.0,37.49
14940,38160,1,11.96,0.0,323.11
14940,15020,1,4.59,0.0,119.95
1310,5847,1,3.04,1.0,13.97
80310,36062,1,9.68,0.0,734.3
90010,20541,1,2.92,0.0,1120.35
4870,6680,1,1.3,0.0,33.41
30575,4455,1,7.23,0.0,497.88
17510,37750,1,7.84,0.0,419.77
24451,64202,1,17.01,0.0,2219.37
4782,28180,1,8.6,0.0,576.7
15025,31985,1,15.98,0.0,581.49
12940,30692,1,11.89,0.0,433.62
3701,13375,1,6.19,0.0,331.85
89041,30350,1,10.92,0.0,936.55
91350,87209,1,18.84,0.0,720.36
14403,5006,1,12.12,0.0,339.72
24120,29345,1,20.37,0.0,311.67
14840,28540,1,6.42,0.0,610.23
4160,20920,1,8.1,0.0,354.71
20756,5468,1,11.22,0.0,356.0
2028,79610,1,14.41,0.0,602.93
5530,13476,1,2.89,0.0,107.13
24451,23954,1,5.88,0.0,157.32
25963,18090,1,16.24,0.0,472.86
4160,87301,1,9.68,0.0,588.16
93542,1415,1,6.09,0.0,811.27
88306,88520,1,13.62,0.0,189.93
13405,18385,1,11.18,0.0,257.88
13912,70686,1,22.46,0.0,
13456,89050,1,6.24,0.0,492.18
9220,86130,1,11.09,0.0,481.03
80310,2555,1,29.72,1.0,345.26
14150,65393,1,22.38,0.0,1882.29
3204,65393,1,22.38,0.0,2143.73
83408,4880,1,9.97,0.0,304.8
31030,19013,1,9.22,0.0,813.72
1550,13213,1,7.14,0.0,59.86
80310,90020,1,9.36,0.0,542.44
15025,9895,1,11.07,0.0,433.53
12327,4140,1,7.14,0.0,75.28
3204,15093,1,8.1,0.0,423.02
87083,4788,1,16.35,0.0,535.77
15704,13330,1,5.87,0.0,464.81
31842,36016,1,6.69,0.0,222.69
24440,14680,1,15.95,0.0,526.36
14940,5869,1,16.94,0.0,300.24
7123,5065,1,12.92,0.0,19.19
18590,23953,1,8.35,0.0,382.22
17250,28999,1,13.79,0.0,637.59
25645,84600,1,5.99,0.0,897.46
3569,97573,1,12.93,0.0,1210.37
14808,2461,1,13.8,0.0,241.61
81070,22765,1,14.07,0.0,665.71
13324,90620,1,13.23,0.0,853.19
36570,5364,1,38.08,1.0,507.2
87030,2927,1,17.94,0.0,532.86
6455,7175,1,8.89,0.0,46.79
14407,11065,1,7.18,0.0,401.28
14910,31710,1,3.45,0.0,534.83
4160,73890,1,7.75,0.0,1016.7
2028,38540,1,5.84,0.0,565.74
24451,13570,1,25.68,1.0,507.89
13405,7052,1,8.77,0.0,141.85
12327,4222,1,13.73,0.0,71.05
14940,34012,1,14.99,0.0,552.68
33936,4424,1,7.99,0.0,509.85
3573,13419,1,3.1,0.0,148.06
35590,36051,1,5.18,0.0,296.99
81770,29141,1,13.04,0.0,1074.54
14940,29141,1,13.04,0.0,891.22
8030,62400,1,28.63,0.0,2367.73
4378,29950,1,15.5,0.0,861.97
91920,1020,1,9.93,0.0,860.89
3569,96700,1,9.62,0.0,882.46
70235,35010,1,11.9,0.0,716.04
